_id,INSEGNA,CLASSIFICAZIONE,INDIRIZZO,MUNICIPIO,TIPOLOGIA ESERCIZIO,SINGOLE,DOPPIE,TRIPLE,QUADRUPLE,QUINTUPLE,TOTALE CAMERE,POSTI LETTO
4711,LUCINA IN TRASTEVERE,3,"VIA ANGELO TITTONI, 4",Municipio I (ex Mun I),Case Vacanza non IMPR,1,1,,,,"",3
4712,LUCKY DOMUS OTTAVIANO,3,"VIALE GIULIO CESARE, 171",Municipio I (ex Mun XVII),Case Vacanza non IMPR,,2,,,,"",4
4713,LUCKY DOMUS PANTHEON,3,"VIA DEI PASTINI, 129",Municipio I (ex Mun I),Case Vacanza non IMPR,,,1,,,"",3
4714,LUCKY DOMUS VATICANUM,3,"VIA RUGGERO FIORE, 38",Municipio I (ex Mun XVII),Case Vacanza non IMPR,,1,1,,,"",5
4715,LUDA,Categoria unica,"VIA GUIDO RENI, 35",Municipio II (ex Mun II),Case Vacanza non IMPR,,,1,,,"",3
4716,LUDOVISI HOLIDAYS HOME,4,"VIA BELISARIO, 6",Municipio I (ex Mun I),Case Vacanza non IMPR,1,1,,,,"",3
4717,LUGIADRA APARTMENT,4,"VIA ANDREA DORIA, 67",Municipio I (ex Mun XVII),Case Vacanza non IMPR,,1,,,,"",2
4718,LULLABY HOUSE,4,"VIA LEOPARDI, 38",Municipio I (ex Mun I),Case Vacanza non IMPR,1,,,,,"",1
4719,LUMINOSA,3,"VIA UNIONE SOVIETICA, 7",Municipio II (ex Mun II),Case Vacanza non IMPR,1,,1,,,"",4
4720,LUNA BIANCA,2,"VIA PORTUENSE, 101",Municipio XII (ex Mun XVI),Case Vacanza non IMPR,,1,,,,"",2
4721,LUNGARA,3,"VIA DELLA LUNGARA, 18",Municipio I (ex Mun I),Case Vacanza non IMPR,,,,1,,"",4
4722,LUNGOTEVERE HOLIDAY,3,"VIA BARISANO DA TRANI, 8",Municipio XII (ex Mun XVI),Case Vacanza non IMPR,,2,,,,"",4
4723,LUX TRASTEVERE,4,"VIALE DI TRASTEVERE, 143",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,,,,"",2
4724,LUXURY ALTEA,4,"VIA PAOLO II, 1",Municipio I (ex Mun XVII),Case Vacanza non IMPR,,2,,,,"",4
4725,LUXURY APARTMENT ST. PETER,4,"VIA DI MONTE DEL GALLO, 15a",Municipio XIII (ex Mun XVIII),Case Vacanza non IMPR,,,2,,,1,6
4726,LUXURY APARTMNT VIA DEL CORSO 504,Categoria unica,"VIA DEL CORSO, 504",Municipio I (ex Mun I),Case Vacanza non IMPR,1,,,,,"",1
4727,LUXURY CARROZZE APARTMENT,4,"VIA DELLE CARROZZE, 30",Municipio I (ex Mun I),Case Vacanza non IMPR,,2,1,,,"",7
4728,LUXURY DOMUS,3,"VIA CARLO EMANUELE I, 18",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,,,,"",2
4729,LUXURY GAMBERO APARTMENT,3,"VIA DEL GAMBERO, 30",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,,1,,"",6
4730,LUXURY HOME LA PERLA,1,"VIA DI RIPETTA, 39",Municipio I (ex Mun I),Case Vacanza non IMPR,1,,,,,"",1
4731,LUXURY ROMA LIBERA,3,"VIA ROMA LIBERA, 10",Municipio I (ex Mun I),Case Vacanza non IMPR,,,1,,,"",3
4732,LUXURY WHITE HOUSE ROME,2,"VIA CRESCENZIO, 43",Municipio I (ex Mun I),Case Vacanza non IMPR,1,2,,,,"",5
4733,LUXURYFASHIONSUITES,4,"VIA DI CAPO LE CASE, 3",Municipio I (ex Mun I),Case Vacanza non IMPR,,,,,,"",2
4734,MACAO APARTMENT,4,"VIA DEL MACAO, 9",Municipio I (ex Mun I),Case Vacanza non IMPR,1,1,,,,"",3
4735,MACHER HOUSE,4,"VIA GIUSEPPE ZAMBONI, 6",Municipio XI (ex Mun XV),Case Vacanza non IMPR,1,2,,,,"",5
4736,MACRO HOLIDAY HOUSE,3,"VIA BRESCIA, 16",Municipio II (ex Mun II),Case Vacanza non IMPR,,2,,,,"",4
4737,MADDALENA HOLIDAYS,3,"PIAZZA DELLA MADDALENA, 2",Municipio I (ex Mun I),Case Vacanza non IMPR,,3,,,,"",6
4738,MAGGIORDOMUS AUGUSTUS,3,"VIA DI PORTA MAGGIORE, 93",Municipio I (ex Mun I),Case Vacanza non IMPR,1,1,,,,"",3
4739,MAGGIORE HOLIDAYS,4,"VIA DI PORTA MAGGIORE, 38",Municipio I (ex Mun I),Case Vacanza non IMPR,1,1,,,,"",3
4740,MAGIC DOOR'S APARTMENT IN ROMA,3,"VIA FILIPPO TURATI, 96",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,,,,"",2
4741,MAGICAL HOLIDAYS,3,"VIA DEGLI SCIPIONI, 35",Municipio I (ex Mun XVII),Case Vacanza non IMPR,1,2,,,,"",5
4742,MAGNA CUPOLA,3,"PIAZZA DEL RISORGIMENTO, 20",Municipio I (ex Mun XVII),Case Vacanza non IMPR,1,1,1,,,"",6
4743,MAIA,3,"VIA MAIA, 11",Municipio V (ex Mun VI),Case Vacanza non IMPR,,1,,,,"",2
4744,MAISON BRUNA,3,"VIA CARDINAL POMPILJ, 2",Municipio XIII (ex Mun XVIII),Case Vacanza non IMPR,,1,,,,"",2
4745,MAISON BRUNA,3,"VIA CIRO TRABALZA, 20",Municipio XII (ex Mun XVI),Case Vacanza non IMPR,1,1,,,,"",3
4746,MAISON COLOSSEO,4,"VIA CAVOUR, 275",Municipio I (ex Mun I),Case Vacanza non IMPR,1,1,,,,"",3
4747,MAISON DE KOKO,4,"VIA DELLA GIULIANA, 58",Municipio I (ex Mun XVII),Case Vacanza non IMPR,,2,,,,"",4
4748,MAISON DE LA PAPESSE,3,"VIA DEI CORONARI, 31",Municipio I (ex Mun I),Case Vacanza non IMPR,1,,,,,"",1
4749,MAISON DI BIANCANEVE,3,"VIA VAL SERIANA, 18",Municipio III (ex Mun IV),Case Vacanza non IMPR,,1,,,,"",2
4750,MAISON D'ITALIE,3,"VIA DI S. FRANCESCO A RIPA, 15",Municipio I (ex Mun I),Case Vacanza non IMPR,1,2,,,,"",5
4751,MAISON GISELLE,3,"VIA CASILINA, 59",Municipio VII (ex Mun IX),Case Vacanza non IMPR,1,1,,,,"",3
4752,MAISON SAN GIOVANNI,4,"VIA CESENA, 22",Municipio VII (ex Mun IX),Case Vacanza non IMPR,,1,,,,"",2
4753,MAISON SILVERIO,3,"VIA S. SILVERIO, 23",Municipio XIII (ex Mun XVIII),Case Vacanza non IMPR,,2,,,,"",4
4754,MAISON 82,4,"VIA DELLA CAVA AURELIA, 82",Municipio XIII (ex Mun XVIII),Case Vacanza non IMPR,1,1,1,,,2,5
4755,MAISONETTE,3,"VIA LORENZO ALLIEVI, 18",Municipio XI (ex Mun XV),Case Vacanza non IMPR,,1,,,,"",2
4756,MAMA LILIANA,3,"VIA BRITANNIA, 29",Municipio VII (ex Mun IX),Case Vacanza non IMPR,,1,,,,"",2
4757,MAMA TRASTEVERE,3,"VIA EMILIO MOROSINI, 14",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,,,,"",2
4758,MAMELI IN TRASTEVERE,2,"VIA GOFFREDO MAMELI, 17",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,,,,"",2
4759,MAMELI TRASTEVERE APARTMENT,2,"VIA GOFFREDO MAMELI, 51",Municipio I (ex Mun I),Case Vacanza non IMPR,1,2,,,,"",5
4760,MAMMA ROSSANA,4,"VIA CLEMENTE X, 1",Municipio XIII (ex Mun XVIII),Case Vacanza non IMPR,,1,,,,"",2
4761,MAMMAGATTA,3,"VIA GIUSEPPE MARTUCCI, 30",Municipio II (ex Mun II),Case Vacanza non IMPR,,2,,,,"",4
4762,MANARA HOUSE,4,"VIA LUCIANO MANARA, 25",Municipio I (ex Mun I),Case Vacanza non IMPR,,2,,,,"",4
4763,MANZONI HOME,3,"VIALE MANZONI, 26",Municipio I (ex Mun I),Case Vacanza non IMPR,1,1,,,,"",3
4764,MAPI HOUSE,3,"VIA VAL SASSINA, 23",Municipio III (ex Mun IV),Case Vacanza non IMPR,,2,,,,"",4
4765,MARCELLA,3,"VIA PAOLO ZACCHIA, 7",Municipio II (ex Mun III),Case Vacanza non IMPR,,1,,,,"",2
4766,MARCHE TERRACE APARTMENT,3,"VIA MARCHE, 17",Municipio I (ex Mun I),Case Vacanza non IMPR,1,1,1,,,"",6
4767,MARCO A SAN PIETRO,3,"VIA VESPASIANO, 12",Municipio I (ex Mun XVII),Case Vacanza non IMPR,2,1,,,,"",4
4768,MARCO POLO APARTMENT,3,"PIAZZALE DEI PARTIGIANI, 7",Municipio I (ex Mun I),Case Vacanza non IMPR,1,,1,,,"",4
4769,MARCONI HOUSE,3,"PIAZZA DI S. MARIA MAGGIORE, 12",Municipio I (ex Mun I),Case Vacanza non IMPR,1,1,1,,,"",6
4770,MARE NOSTRUM,4,"CORSO REGINA MARIA PIA, 81",Municipio X (ex Mun XIII),Case Vacanza non IMPR,1,2,,,,"",5
4771,MARGHERITA LE CARROZZE,4,"VIA DELLE CARROZZE, 16",Municipio I (ex Mun I),Case Vacanza non IMPR,1,,,,,"",1
4772,MARGUTTA,4,"VIA DEL BABUINO, 46",Municipio I (ex Mun I),Case Vacanza non IMPR,1,,,,,1,1
4773,MARGUTTA ARTEM,3,"VIA MARGUTTA, 54",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,,,,"",2
4774,MARIAHOUSE,2,"VIA AURELIA, 565",Municipio XIII (ex Mun XVIII),Case Vacanza non IMPR,1,1,,,,"",2
4775,MARIA'S HOUSE,4,"VIA FILIPPO TURATI, 129",Municipio I (ex Mun I),Case Vacanza non IMPR,1,1,,,,"",3
4776,MARINI MASSIMILIANO,4,"VIA CAIROLI, 115",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,1,,,"",5
4777,MARIO DE' FIORI,4,"VIA MARIO DE FIORI, 116",Municipio I (ex Mun I),Case Vacanza non IMPR,,2,1,,,"",7
4778,MARIO HOME HOLIDAYS,3,"VIA ORIOLO ROMANO, 57",Municipio XV (ex Mun XX),Case Vacanza non IMPR,1,1,1,,,"",6
4779,MARISA  HOLIDAYS,3,"VIA DI MONTE DEL GALLO, 20",Municipio XIII (ex Mun XVIII),Case Vacanza non IMPR,,1,,,,"",2
4780,MARIUS HOME,2,"CORSO D'ITALIA, 106",Municipio II (ex Mun II),Case Vacanza non IMPR,1,2,,,,"",7
4781,MAROMA,4,"VIA DI MONTE DEL GALLO, 80 b",Municipio XIII (ex Mun XVIII),Case Vacanza non IMPR,,2,,,,"",4
4782,MARTA HOLIDAY HOUSE,3,"VIA ANTONIO LOCATELLI, 1",Municipio XIV (ex Mun XIX),Case Vacanza non IMPR,,1,1,,,"",5
4783,MARTE,4,"VIA MECENATE, 27",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,,,,"",2
4784,MARTINA A PIAZZA DEL POPOLO,3,"VIA FLAMINIA, 16",Municipio II (ex Mun II),Case Vacanza non IMPR,1,1,,,,2,3
4785,MARTINA AL COLOSSEO,3,"VIA DEL COLOSSEO, 23",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,,,,"",2
4786,MARTINA HOLIDAYS,3,"VIA DEI LEUTARI, 35",Municipio I (ex Mun I),Case Vacanza non IMPR,1,1,,,,"",3
4787,MARY'S HOUSE,4,"VIA GIOVANNI DA PROCIDA, 38",Municipio II (ex Mun III),Case Vacanza non IMPR,,2,,,,2,4
4788,MARY'S RHOME HOLIDAY,3,"VIA VAL SERIANA, 10",Municipio III (ex Mun IV),Case Vacanza non IMPR,,,1,,,"",3
4789,MARZIA,3,"VIA GABRIELLO CHIABRERA, 39",Municipio VIII (ex Mun XI),Case Vacanza non IMPR,,1,,,,"",2
4790,MARZIO GUEST HOUSE,2,"VICOLO DEL DIVINO AMORE, 16 a",Municipio I (ex Mun I),Case Vacanza non IMPR,1,1,,1,1,"",12
4791,MASSARI APARTMENT IN ROME,4,"VIA LA SPEZIA, 81",Municipio VII (ex Mun IX),Case Vacanza non IMPR,,2,,,,"",4
4792,MASSENZIO,4,"VIA DEI FORAGGI, 86",Municipio I (ex Mun I),Case Vacanza non IMPR,1,,,,,1,1
4793,MATILDE,3,"VIA DELLA CROCE, 81",Municipio I (ex Mun I),Case Vacanza non IMPR,1,,,,,"",1
4794,MATILDE APARTMENT,4,"VIA ARCHIMEDE, 179",Municipio II (ex Mun II),Case Vacanza non IMPR,,1,1,,,"",5
4795,MATILDE'S HOUSE,3,"VIALE VATICANO, 53",Municipio I (ex Mun XVII),Case Vacanza non IMPR,,1,,,,"",2
4796,MATISSE HOUSE,4,"VICOLO DELL'AQUILA, 16",Municipio I (ex Mun I),Case Vacanza non IMPR,1,1,,,,"",3
4797,MATTONATO HOLIDAYS,3,"VICOLO DEL MATTONATO, 2a",Municipio I (ex Mun I),Case Vacanza non IMPR,,,1,,,"",3
4798,MAVU CASA,4,"CIRCONVALLAZIONE GIANICOLENSE, 270",Municipio XII (ex Mun XVI),Case Vacanza non IMPR,,3,,,,"",6
4799,MAXIMUM TERRACE,3,"VIA DUCCIO GALIMBERTI, 27",Municipio XIV (ex Mun XIX),Case Vacanza non IMPR,1,1,,,,"",3
4800,MAXXI,3,"VIALE DEL VIGNOLA, 127",Municipio II (ex Mun II),Case Vacanza non IMPR,1,1,,,,"",3
4801,MECENATE DREAMS APARTMENT,3,"VIA MECENATE, 27",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,,,,"",2
4802,MEDAGLIE D'ORO 44 APARTMENT,Non Categorizzata,"VIALE DELLE MEDAGLIE D'ORO, 44",Municipio I (ex Mun XVII),Case Vacanza non IMPR,,2,,,,2,4
4803,MELAROSSA,4,"VIA DI MONTE DEL GALLO, 80/B",Municipio XIII (ex Mun XVIII),Case Vacanza non IMPR,,1,,,,"",2
4804,MERCADANTE SUITE,4,"VIA SAVERIO MERCADANTE, 30",Municipio II (ex Mun II),Case Vacanza non IMPR,,1,,,,"",2
4805,MERULANA HOUSE,3,"VIA MERULANA, 215",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,,,1,"",7
4806,MESSALINA,3,"VICOLO DEI FALEGNAMI, 40",Municipio I (ex Mun I),Case Vacanza non IMPR,1,,,,,"",1
4807,MI CASA ES TU CASA,3,"VIA MONTE CERVIALTO, 82",Municipio III (ex Mun IV),Case Vacanza non IMPR,,2,,,,"",4
4808,MICHELANGELO APARTMENT,3,"VIA DEI SAVORELLI, 114",Municipio XIII (ex Mun XVIII),Case Vacanza non IMPR,,1,,,,"",2
4809,MICHELANGELO HOLIDAYS,4,"VIA CANDIA, 41",Municipio I (ex Mun XVII),Case Vacanza non IMPR,1,1,,,,"",3
4810,MICHELA'S HOUSE,3,"VIALE CARMELO BENE, 335",Municipio III (ex Mun IV),Case Vacanza non IMPR,1,1,,,,"",3
4811,MINERVA,4,"VIA DEI BANCHI VECCHI, 58",Municipio I (ex Mun I),Case Vacanza non IMPR,1,,,,,"",1
4812,MINERVA - RESIDENZA D'EPOCA,4,"VIA DEI GRECI, 37/43",Municipio I (ex Mun I),Case Vacanza non IMPR,,2,,,,2,4
4813,MINERVA GUEST HOUSE,Non Categorizzata,"VIA DEI PASTINI, 133",Municipio I (ex Mun I),Case Vacanza non IMPR,,,,,,2,4
4814,MINERVA 2,3,"VIA DEI BANCHI VECCHI, 58",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,,,,"",2
4815,MINERVAS' PLACE,4,"VIA CALATAFIMI, 31",Municipio I (ex Mun I),Case Vacanza non IMPR,1,1,,,,"",3
4816,MINI CHIC TREVI APARTMENT,4,"VIA DI S. MARIA IN VIA, 18",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,,,,"",2
4817,MIRABELLA,3,"VIA ENEA, 15",Municipio VII (ex Mun IX),Case Vacanza non IMPR,,2,,,,"",4
4818,MIRABELLO CASA,3,"VIA CARLO MIRABELLO, 11",Municipio I (ex Mun XVII),Case Vacanza non IMPR,,2,,,,"",4
4819,MIRANDOLINA ROOFTOP APARTMENT,3,"VIA FLAVIA, 96",Municipio I (ex Mun I),Case Vacanza non IMPR,1,,,,,"",1
4820,MIRELLA'S HOME TRASTEVERE,3,"VIA FILIPPO CHIAPPINI, 16",Municipio XII (ex Mun XVI),Case Vacanza non IMPR,,1,,,,"",2
4821,MIRROR HOUSE,1,"VIA VILLAFRANCA, 17",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,1,,,"",5
4822,MIRTO,4,"VIA DEI GRACCHI, 56",Municipio I (ex Mun XVII),Case Vacanza non IMPR,,1,,,,1,2
4823,MISS CLICK,2,"VIA FRANCESCO MICELI PICARDI, 20",Municipio III (ex Mun IV),Case Vacanza non IMPR,,2,,,,"",4
4824,MISTER HOUSE,3,"CIRCONVALLAZIONE OSTIENSE, 271",Municipio VIII (ex Mun XI),Case Vacanza non IMPR,,1,,,,"",2
4825,M.I.T.,3,"VIA GIACINTO MOMPIANI, 7",Municipio I (ex Mun XVII),Case Vacanza non IMPR,,2,1,,,"",7
4826,MOCENIGO HOLIDAYS,3,"VIA MOCENIGO, 21",Municipio I (ex Mun XVII),Case Vacanza non IMPR,1,2,,,,"",5
4827,MODUS VIVENDI TRASTEVERE,3,"VIA DEI RIARI, 59",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,,,,"",2
4828,MOKA POP APARTMENT,4,"VIA DI S. MARTINO AI MONTI, 38",Municipio I (ex Mun I),Case Vacanza non IMPR,1,2,,,,"",5
4829,MOK'S HOUSE APARTMENT,4,"VIA DI S. MARTINO AI MONTI, 38",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,1,,,2,5
4830,MONNALISA,3,"VIA RUGGERO FIORE, 38",Municipio I (ex Mun XVII),Case Vacanza non IMPR,1,1,,,,"",3
4831,MONSERRATO HISTORICAL APARTMENT,3,"VIA DI MONSERRATO, 7",Municipio I (ex Mun I),Case Vacanza non IMPR,1,1,,,,2,3
4832,MONTE MARIO APPARTAMENT,3,"VIA ILDEBRANDO GOIRAN, 8",Municipio I (ex Mun XVII),Case Vacanza non IMPR,,1,,1,,"",6
4833,MONTE PARIOLI,4,"VIA GAETANO DONIZETTI, 22",Municipio II (ex Mun II),Case Vacanza non IMPR,,1,,,,"",2
4834,MONTEMARTE A,3,"PIAZZA DEL GESU', 47",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,,,,"",2
4835,MONTEVECCHIO SQUARE,4,"PIAZZA DI MONTEVECCHIO, 6",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,,,,"",2
4836,MONTEVECCHIO TERRACE APARTMENT,3,"PIAZZA DI MONTEVECCHIO, 6",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,,,,"",2
4837,MONTEVERDE HOME,3,"VIA EDOARDO JENNER, 54",Municipio XII (ex Mun XVI),Case Vacanza non IMPR,,1,1,,,"",5
4838,MONTEVERDE TERRACE APARTMENT,3,"VIA LAURA MANTEGAZZA, 58",Municipio XII (ex Mun XVI),Case Vacanza non IMPR,,1,,,,"",2
4839,MONTEVERDE VACANZE,4,"VIA STEFANO BOCCAPADULI, 22",Municipio XII (ex Mun XVI),Case Vacanza non IMPR,1,1,,,,"",3
4840,MONTI OLD ROME APARTMENT,2,"VIA PALERMO, 29",Municipio I (ex Mun I),Case Vacanza non IMPR,1,1,1,,,"",6
4841,MONTI PARIOLI MAISON,2,"VIA DEI MONTI PARIOLI, 10",Municipio II (ex Mun II),Case Vacanza non IMPR,1,1,1,,,"",10
4842,MONTICELLI,4,"VIA DI S. MARIA IN MONTICELLI, 74",Municipio I (ex Mun I),Case Vacanza non IMPR,1,1,,,,"",3
4843,MOON VACATION HOME,3,"VIA BIXIO, 95",Municipio I (ex Mun I),Case Vacanza non IMPR,1,2,,,,"",5
4844,MOSAICO HOLIDAY HOUSE,3,"VIA IN PUBLICOLIS, 42",Municipio I (ex Mun I),Case Vacanza non IMPR,,1,,,,"",2
4845,MOSAICO VATICAN VACATION,3,"VIA GIOVANNI BETTOLO, 35",Municipio I (ex Mun I),Case Vacanza non IMPR,1,2,,,,"",5
4846,MULTICOLORED HI-TECH APARTMENT,4,"VIA CONTE VERDE, 15","",Case Vacanza non IMPR,,2,,,,"",4
4847,MURA AURELIANE AI GIARDINI,4,"VIA TIBURTINA, 68",Municipio II (ex Mun III),Case Vacanza non IMPR,,1,,,,"",2
4848,MURA VATICANE HOLIDAY & STAY,3,"VIA OTTAVIANO, 9",Municipio I (ex Mun XVII),Case Vacanza non IMPR,1,2,,,,"",5
4849,MURGIA,3,"VIA ROSA RAIMONDI GARIBALDI, 30",Municipio VIII (ex Mun XI),Case Vacanza non IMPR,1,1,,,,"",3
4850,MU.SA HOUSE,2,"VIA GIROLAMO DA CARPI, 6",Municipio II (ex Mun II),Case Vacanza non IMPR,1,2,1,,,"",8
